access_route,access_status,acquisition_binary_status,acquisition_link_level,acquisition_record_id,acquisition_web_status,action_needed,alternate_official_sources,alternate_title,authority_note,availability_note,case_number,case_status,channel_id,citation,collection_name,committee,contributor,country,country_scope,court,coverage_end,coverage_start,custodian_or_owner,data_version,database,date_published,description,description_basis,description_source_url,direct_url,ema_priority,environmental_relationship,format,gazette_section,geography,harvest_checked,has_direct_url,has_request_pathway,has_source_pathway,has_source_url,host_agency,id,international_scope_type,is_internal_ema_record,issuer,keyword_common_group,keyword_discretionary,keyword_unique,keywords,km_value,knowledge_area,legacy_register_id,map_candidate,media_type,notes,original_title,parliament,parliament_period,priority,privacy_handling,programme_area,programme_area_original,project_id,record_category,record_set,record_type,record_type_original,record_type_simplified,reference_period,repository_or_body,request_agency,request_url,search_text,series,short_title,source_agency,source_family,source_label,source_level,source_page_url,source_placeholder,source_record_id,source_reliability,source_status,source_type,source_url,summary_snippet,tags,theme,title,year,youtube_video_id
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,Legal Services / relevant technical unit,2026.08.27.4,documents,,Legal instrument catalogued by the register under Cross-cutting.,Record metadata; no legal interpretation added,,,,,,Section 8(1)(a)(i),,,False,True,True,False,,EMA-KM-0001,,False,,ema | environmental management | governance | foia | public statement,law | legal notice | statutory instrument | rules regulations | compliance reference | held by ema | ema information centre | request access | gazette confirmed | information centre request,freedom of information act chap 22 02 | ema km 0001 | freedom information | freedom information act | freedom,ema | environmental management | governance | foia | public statement | freedom of information act chap 22 02 | ema km 0001 | freedom information | freedom information act | freedom | law | legal notice | statutory instrument | rules regulations | compliance reference | held by ema | ema information centre | request access | gazette confirmed | information centre request,Legal reference — verify source text,"Environmental Governance, Law & Policy",,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,Cross-cutting,Cross-cutting,,Legislation / Legal Instrument,Document Access Register,Legislation / Legal Instrument,Legislation / Legal Instrument,Legislation & Legal Instrument,,,,,Freedom of Information Act (FOIA) freedom of information act chap 22 02 cross cutting legislation legal instrument section 8 1 a i held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre ema environmental management governance foia public statement freedom of information act chap 22 02 ema km 0001 freedom information freedom information act freedom law legal notice statutory instrument rules regulations compliance reference held by ema ema information centre request access gazette confirmed information centre request,,Freedom of Information Act (FOIA),,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,"Freedom of Information Act, Chap. 22:02",,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,HSE / Facilities,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under HSE / Facilities.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0241,,True,,health and safety | hse | facilities management | emergency response | office safety,manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,infectious diseases protocol employee guidelines for the prevention of the spread of infectious diseases 2023 | ema km 0241 | infectious diseases | infectious diseases protocol | infectious,health and safety | hse | facilities management | emergency response | office safety | infectious diseases protocol employee guidelines for the prevention of the spread of infectious diseases 2023 | ema km 0241 | infectious diseases | infectious diseases protocol | infectious | manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation",Corporate & Institutional Management,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,HSE / Facilities,HSE / Facilities,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Guidance / Procedure / Form,,,,,Infectious Diseases Protocol infectious diseases protocol employee guidelines for the prevention of the spread of infectious diseases 2023 hse facilities manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre health and safety hse facilities management emergency response office safety infectious diseases protocol employee guidelines for the prevention of the spread of infectious diseases 2023 ema km 0241 infectious diseases infectious diseases protocol infectious manual policy procedure work instruction controlled document held by ema ema information centre request access gazette confirmed information centre request,,Infectious Diseases Protocol,,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,"Infectious Diseases Protocol: Employee Guidelines for the Prevention of the Spread of Infectious Diseases, 2023",2023,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,HSE / Facilities,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under HSE / Facilities.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0242,,True,,health and safety | hse | facilities management | emergency response | office safety,manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,infectious diseases guide for the safe return to work for the ema 2023 | ema km 0242 | ema | infectious diseases | infectious diseases safe,health and safety | hse | facilities management | emergency response | office safety | infectious diseases guide for the safe return to work for the ema 2023 | ema km 0242 | ema | infectious diseases | infectious diseases safe | manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation",Corporate & Institutional Management,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,HSE / Facilities,HSE / Facilities,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Guidance / Procedure / Form,,,,,"Infectious Diseases Guide for the Safe Return to Work for the EMA, 2023 infectious diseases guide for the safe return to work for the ema 2023 hse facilities manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre health and safety hse facilities management emergency response office safety infectious diseases guide for the safe return to work for the ema 2023 ema km 0242 ema infectious diseases infectious diseases safe manual policy procedure work instruction controlled document held by ema ema information centre request access gazette confirmed information centre request",,"Infectious Diseases Guide for the Safe Return to Work for the EMA, 2023",,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,"Infectious Diseases Guide for the Safe Return to Work for the EMA, 2023",2023,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,HSE / Facilities,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under HSE / Facilities.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0243,,True,,health and safety | hse | facilities management | emergency response | office safety,manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,guidelines for the administration of first aid to staff and visitors and the maintenance of kits 2022 | ema km 0243 | administration first | administration first aid | administration,health and safety | hse | facilities management | emergency response | office safety | guidelines for the administration of first aid to staff and visitors and the maintenance of kits 2022 | ema km 0243 | administration first | administration first aid | administration | manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation",Corporate & Institutional Management,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,HSE / Facilities,HSE / Facilities,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Guidance / Procedure / Form,,,,,the Administration of First Aid (to Staff & Visitors)… guidelines for the administration of first aid to staff and visitors and the maintenance of kits 2022 hse facilities manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre health and safety hse facilities management emergency response office safety guidelines for the administration of first aid to staff and visitors and the maintenance of kits 2022 ema km 0243 administration first administration first aid administration manual policy procedure work instruction controlled document held by ema ema information centre request access gazette confirmed information centre request,,the Administration of First Aid (to Staff & Visitors)…,,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,"Guidelines for the Administration of First Aid (to Staff & Visitors) and the Maintenance of Kits, 2022",2022,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,HSE / Facilities,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under HSE / Facilities.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0244,,True,,health and safety | hse | facilities management | emergency response | office safety,manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,ppe care guidelines 2023 | ema km 0244 | ppe | ppe care | ppe care 2023,health and safety | hse | facilities management | emergency response | office safety | ppe care guidelines 2023 | ema km 0244 | ppe | ppe care | ppe care 2023 | manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation",Corporate & Institutional Management,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,HSE / Facilities,HSE / Facilities,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Guidance / Procedure / Form,,,,,"PPE Care Guidelines, 2023 ppe care guidelines 2023 hse facilities manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre health and safety hse facilities management emergency response office safety ppe care guidelines 2023 ema km 0244 ppe ppe care ppe care 2023 manual policy procedure work instruction controlled document held by ema ema information centre request access gazette confirmed information centre request",,"PPE Care Guidelines, 2023",,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,"PPE Care Guidelines, 2023",2023,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,CEC,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under CEC.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0245,,True,,certificate environmental clearance | cec | eia | designated activities | environmental impact assessment,policy | procedure | work instruction | controlled document | manual policy procedure work instruction | held by ema | ema information centre | request access | gazette confirmed | information centre request,policy for form a amendment made under cec rules 2024 | ema km 0245 | amendment cec | amendment cec 2024 | manual,certificate environmental clearance | cec | eia | designated activities | environmental impact assessment | policy for form a amendment made under cec rules 2024 | ema km 0245 | amendment cec | amendment cec 2024 | manual | policy | procedure | work instruction | controlled document | manual policy procedure work instruction | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation","Land, Development & CEC",,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,Medium,,CEC,CEC,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Legislation & Legal Instrument,,,,,"Policy for ‘Form A’ Amendment Made Under CEC Rules, 2024 policy for form a amendment made under cec rules 2024 cec manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre certificate environmental clearance cec eia designated activities environmental impact assessment policy for form a amendment made under cec rules 2024 ema km 0245 amendment cec amendment cec 2024 manual policy procedure work instruction controlled document manual policy procedure work instruction held by ema ema information centre request access gazette confirmed information centre request",,"Policy for ‘Form A’ Amendment Made Under CEC Rules, 2024",,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,"Policy for ‘Form A’ Amendment Made Under CEC Rules, 2024",2024,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,Cross-cutting,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under Cross-cutting.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0246,,True,,ema | environmental management | governance | foia | public statement,manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,prescribed matters policy made under the npcr 2023 | ema km 0246 | npcr | prescribed matters | prescribed matters npcr,ema | environmental management | governance | foia | public statement | prescribed matters policy made under the npcr 2023 | ema km 0246 | npcr | prescribed matters | prescribed matters npcr | manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation","Environmental Governance, Law & Policy",,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,Medium,,Cross-cutting,Cross-cutting,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Guidance / Procedure / Form,,,,,"Prescribed Matters Policy Made Under the NPCR, 2023 prescribed matters policy made under the npcr 2023 cross cutting manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre ema environmental management governance foia public statement prescribed matters policy made under the npcr 2023 ema km 0246 npcr prescribed matters prescribed matters npcr manual policy procedure work instruction controlled document held by ema ema information centre request access gazette confirmed information centre request",,"Prescribed Matters Policy Made Under the NPCR, 2023",,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,"Prescribed Matters Policy Made Under the NPCR, 2023",2023,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,Cross-cutting,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under Cross-cutting.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0247,,True,,ema | environmental management | governance | foia | public statement,manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,guideline payment plan for annual permit fees 2021 | ema km 0247 | guideline payment | guideline payment plan | guideline,ema | environmental management | governance | foia | public statement | guideline payment plan for annual permit fees 2021 | ema km 0247 | guideline payment | guideline payment plan | guideline | manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation","Environmental Governance, Law & Policy",,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,Medium,,Cross-cutting,Cross-cutting,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Guidance / Procedure / Form,,,,,"Guideline — Payment Plan for Annual Permit Fees, 2021 guideline payment plan for annual permit fees 2021 cross cutting manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre ema environmental management governance foia public statement guideline payment plan for annual permit fees 2021 ema km 0247 guideline payment guideline payment plan guideline manual policy procedure work instruction controlled document held by ema ema information centre request access gazette confirmed information centre request",,"Guideline — Payment Plan for Annual Permit Fees, 2021",,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,"Guideline — Payment Plan for Annual Permit Fees, 2021",2021,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,Quality / ISO,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under Quality / ISO.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0248,,True,,quality management | iso 9001 | document control | corrective action | management review,manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,procedure control of non conforming outputs 2023 | ema km 0248 | control non | control non conforming | control,quality management | iso 9001 | document control | corrective action | management review | procedure control of non conforming outputs 2023 | ema km 0248 | control non | control non conforming | control | manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation",Corporate & Institutional Management,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,Quality / ISO,Quality / ISO,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Guidance / Procedure / Form,,,,,Procedure: Control of Non-conforming Outputs — 2023 procedure control of non conforming outputs 2023 quality iso manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre quality management iso 9001 document control corrective action management review procedure control of non conforming outputs 2023 ema km 0248 control non control non conforming control manual policy procedure work instruction controlled document held by ema ema information centre request access gazette confirmed information centre request,,Procedure: Control of Non-conforming Outputs — 2023,,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,Procedure: Control of Non-conforming Outputs — 2023,2023,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,Quality / ISO,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under Quality / ISO.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0249,,True,,quality management | iso 9001 | document control | corrective action | management review,policy | procedure | work instruction | controlled document | manual policy procedure work instruction | held by ema | ema information centre | request access | gazette confirmed | information centre request,procedure corrective action and preventive action 2024 | ema km 0249 | corrective action preventive | corrective | manual,quality management | iso 9001 | document control | corrective action | management review | procedure corrective action and preventive action 2024 | ema km 0249 | corrective action preventive | corrective | manual | policy | procedure | work instruction | controlled document | manual policy procedure work instruction | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation",Corporate & Institutional Management,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,Quality / ISO,Quality / ISO,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Guidance / Procedure / Form,,,,,Procedure: Corrective Action and Preventive Action 2024 procedure corrective action and preventive action 2024 quality iso manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre quality management iso 9001 document control corrective action management review procedure corrective action and preventive action 2024 ema km 0249 corrective action preventive corrective manual policy procedure work instruction controlled document manual policy procedure work instruction held by ema ema information centre request access gazette confirmed information centre request,,Procedure: Corrective Action and Preventive Action 2024,,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,Procedure: Corrective Action and Preventive Action 2024,2024,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,Quality / ISO,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under Quality / ISO.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0250,,True,,quality management | iso 9001 | document control | corrective action | management review,manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,procedure management review 2023 | ema km 0250 | review 2023 | review | 2023,quality management | iso 9001 | document control | corrective action | management review | procedure management review 2023 | ema km 0250 | review 2023 | review | 2023 | manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation",Corporate & Institutional Management,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,Quality / ISO,Quality / ISO,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Guidance / Procedure / Form,,,,,Procedure: Management Review 2023 procedure management review 2023 quality iso manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre quality management iso 9001 document control corrective action management review procedure management review 2023 ema km 0250 review 2023 review 2023 manual policy procedure work instruction controlled document held by ema ema information centre request access gazette confirmed information centre request,,Procedure: Management Review 2023,,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,Procedure: Management Review 2023,2023,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,Quality / ISO,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under Quality / ISO.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0251,,True,,quality management | iso 9001 | document control | corrective action | management review,manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,quality management systems manual 2024 | ema km 0251 | qms | quality systems | quality systems 2024,quality management | iso 9001 | document control | corrective action | management review | quality management systems manual 2024 | ema km 0251 | qms | quality systems | quality systems 2024 | manual | policy | procedure | work instruction | controlled document | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation",Corporate & Institutional Management,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,Quality / ISO,Quality / ISO,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Guidance / Procedure / Form,,,,,Quality Management Systems Manual 2024 quality management systems manual 2024 quality iso manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre quality management iso 9001 document control corrective action management review quality management systems manual 2024 ema km 0251 qms quality systems quality systems 2024 manual policy procedure work instruction controlled document held by ema ema information centre request access gazette confirmed information centre request,,Quality Management Systems Manual 2024,,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,Quality Management Systems Manual 2024,2024,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,HSE / Facilities,2026.08.27.4,documents,,Manual / Policy / Procedure / Work Instruction catalogued under HSE / Facilities.,Record metadata,,,,,,Section 8(1)(a)(ii),,,False,True,True,False,,EMA-KM-0252,,True,,health and safety | hse | facilities management | emergency response | office safety,policy | procedure | work instruction | controlled document | manual policy procedure work instruction | held by ema | ema information centre | request access | gazette confirmed | information centre request,procedure emergency response plan erp for ema locations 2022 | ema km 0252 | erp | ema | manual,health and safety | hse | facilities management | emergency response | office safety | procedure emergency response plan erp for ema locations 2022 | ema km 0252 | erp | ema | manual | policy | procedure | work instruction | controlled document | manual policy procedure work instruction | held by ema | ema information centre | request access | gazette confirmed | information centre request,"Governance, compliance and process standardisation",Corporate & Institutional Management,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,HSE / Facilities,HSE / Facilities,,Manual / Policy / Procedure / Work Instruction,Document Access Register,Manual / Policy / Procedure / Work Instruction,Manual / Policy / Procedure / Work Instruction,Guidance / Procedure / Form,,,,,"Procedure: Emergency Response Plan (ERP) for EMA Locations, 2022 procedure emergency response plan erp for ema locations 2022 hse facilities manual policy procedure work instruction section 8 1 a ii held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre health and safety hse facilities management emergency response office safety procedure emergency response plan erp for ema locations 2022 ema km 0252 erp ema manual policy procedure work instruction controlled document manual policy procedure work instruction held by ema ema information centre request access gazette confirmed information centre request",,"Procedure: Emergency Response Plan (ERP) for EMA Locations, 2022",,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,"Procedure: Emergency Response Plan (ERP) for EMA Locations, 2022",2022,
